SourceNode,TargetNode,Distance
303629,497504,8.08115567533928
303629,497502,8.411943246315792
303629,303206,12.267081089618236
303629,497434,13.338464245959756
303629,304834,17.602260185500427
303629,304598,27.806056377973096
303629,301928,54.26497555706851
303629,302704,85.15384754659374
303629,301692,87.95519847325963
304598,304834,10.988724734955136
304598,303206,17.588685190053464
304598,497502,20.44952651012894
304598,497505,22.891786975589053
304598,303629,27.806056377973096
304598,497434,29.904728764153717
304598,497504,35.84868177942912
304598,302704,59.81524248388467
304598,301928,81.78607177574503
304598,312747,95.18430081525547
304834,303206,10.60830007822038
304834,304598,10.988724734955136
304834,497502,11.755338705908553
304834,497505,13.218474444556291
304834,303629,17.602260185500427
304834,497434,19.14323468828583
304834,497504,25.442095420253633
304834,302704,70.59310893648681
304834,301928,71.86675808884576
304834,312747,96.1244055302743
497443,497107,11.5531826280796
497443,497108,13.536155376604945
497443,497106,14.312475888650383
497443,497507,15.810472461086867
497443,497105,22.345420648620763
497443,497506,23.51330609103376
497443,497109,25.84356525847278
497443,497104,27.555661339728736
497443,497444,31.09630636462091
497443,497503,33.01031470114185
497444,497047,2.822144694202282
497444,497104,3.544786456400298
497444,497105,9.382540857054105
497444,497103,15.328958013111714
497444,497507,15.382710077421965
497444,497106,16.94770929734635
497444,308180,22.69549597500956
497444,306128,24.429471753363764
497444,497511,24.9467429438187
497444,306167,26.41938752168981
305340,497442,36.010556688034505
305340,497439,54.57637421094515
305340,309569,85.86452817230928
305340,308168,87.33997381334271
305340,306254,102.077634069503
305340,307812,125.58482322223588
305340,497436,141.66999787940986
305340,309201,150.0661171090343
305340,497513,158.68253749479695
305340,305737,164.6292427429407
305679,305737,0.4543783380638677
305679,497508,6.036018573690005
305679,308231,11.090851575438434
305679,497435,11.147251742774158
305679,308915,14.288473983733466
305679,497513,16.348963954081633
305679,309201,21.672295656003
305679,497436,28.1940505340709
305679,303232,39.24087067064486
305679,307812,40.547712036757964
305737,305679,0.4543783380638677
305737,497508,6.489556521732868
305737,308231,10.909823296606373
305737,497435,11.56868616604479
305737,308915,14.0306023085435
305737,497513,15.902147108008009
305737,309201,21.225954601289974
305737,497436,27.776484185300248
305737,303232,39.691800077369784
305737,307812,40.213017672977514
305976,497101,3.0022749626031966
305976,497509,5.714458871643556
305976,497510,6.667983991086626
305976,307145,8.558845979568643
305976,307417,9.984235899233413
305976,306167,11.28914090652797
305976,307930,12.153665975677487
305976,306128,13.372119446966952
305976,497100,14.209620218347238
305976,497099,16.196259718610303
306128,306167,2.1193398442316003
306128,497509,7.660192544489195
306128,497512,11.008604815376376
306128,497511,11.483602799654651
306128,308180,13.013287358316337
306128,305976,13.372119446966952
306128,497101,16.345896056691156
306128,497514,17.500168788533742
306128,497103,18.183340373994422
306128,497510,19.822507229186513
306167,306128,2.1193398442316003
306167,497509,5.591740828244565
306167,305976,11.28914090652797
306167,497512,11.333825202471635
306167,497511,12.731039646469819
306167,497101,14.274141510580517
306167,308180,14.570793772460426
306167,497514,17.071157163199537
306167,497510,17.70840398058717
306167,307145,19.135696859773027
306254,308168,17.03298686819938
306254,307812,23.61972384538503
306254,309569,23.750284735819772
306254,497436,40.15704088563875
306254,309201,48.41282988844533
306254,497439,48.49338364377763
306254,497513,56.88974978009198
306254,305737,62.84264908624764
306254,305679,63.13267586831447
306254,497508,67.42542315633183
307145,307417,1.7037245380150463
307145,497510,2.4081769229777885
307145,307930,4.008342836433868
307145,497100,5.979979134757239
307145,497101,6.463531676312996
307145,497099,7.893380181247296
307145,305976,8.558845979568643
307145,308520,10.531218560444966
307145,308671,12.636610635625704
307145,497509,13.86693979432929
307417,307145,1.7037245380150463
307417,307930,2.3138993749956263
307417,497510,4.110279063912873
307417,497100,4.322895747498074
307417,497099,6.272864154897334
307417,497101,8.088779734155594
307417,308520,8.907566392838467
307417,305976,9.984235899233413
307417,308671,11.013656283865407
307417,309233,14.482384698595004
307812,497436,16.766474101949097
307812,306254,23.61972384538503
307812,309201,24.856495827443734
307812,497513,33.2755577576673
307812,308168,38.9434593816978
307812,305737,40.213017672977514
307812,305679,40.547712036757964
307812,309569,43.26306179343605
307812,308915,44.6056039390233
307812,308231,45.186003403618855
307930,497100,2.056496698415154
307930,307417,2.3138993749956263
307930,307145,4.008342836433868
307930,497099,4.043092361095541
307930,497510,6.4161484231546435
307930,308520,6.65446044334675
307930,308671,8.754709766960458
307930,497101,10.386596029280486
307930,305976,12.153665975677487
307930,309233,12.214003857582432
308168,309569,8.370084975684744
308168,306254,17.03298686819938
308168,497439,32.881922382886295
308168,307812,38.9434593816978
308168,497442,52.3816237915404
308168,497436,54.46662972296499
308168,309201,62.88310363109275
308168,497513,71.54590332679244
308168,305737,79.01505601948631
308168,305679,79.33053115224979
308180,497511,3.03926198244411
308180,497512,8.584224822909212
308180,497103,9.05169140868674
308180,306128,13.013287358316337
308180,306167,14.570793772460426
308180,497514,15.59543970105814
308180,497509,19.779296149397386
308180,497047,20.634363640288473
308180,497515,22.105693628300592
308180,497444,22.69549597500956
308231,308915,3.976105976193821
308231,305737,10.909823296606373
308231,305679,11.090851575438434
308231,497513,13.524215013432439
308231,497508,14.398043284163068
308231,497435,16.020388524928094
308231,309201,21.848840763464516
308231,497436,30.021941632313194
308231,303232,43.862790128887504
308231,307812,45.186003403618855
308520,308671,2.1064069557861314
308520,497099,2.638051844974718
308520,497100,4.599232682211745
308520,309233,5.577691228299449
308520,307930,6.65446044334675
308520,307417,8.907566392838467
308520,309572,9.428760056078909
308520,307145,10.531218560444966
308520,309768,11.094720553392488
308520,497510,12.889792184780154
308564,497221,70.5460012362567
308564,311954,120.15679330803643
308564,311813,169.83963878834598
308564,497428,226.5998449824426
308564,314823,260.14297716358357
308564,316322,274.2153218296074
308564,314528,275.84204448067476
308564,316827,279.9575367256966
308564,497527,283.12392249088174
308564,497525,286.2776480702319
308671,308520,2.1064069557861314
308671,309233,3.4720763722325083
308671,497099,4.744149217838342
308671,497100,6.70161051817515
308671,309572,7.328639558904935
308671,307930,8.754709766960458
308671,309768,8.996183544941893
308671,309862,10.979806619827437
308671,307417,11.013656283865407
308671,497097,11.95672659834655
308915,308231,3.976105976193821
308915,497513,11.719291218829852
308915,305737,14.0306023085435
308915,305679,14.288473983733466
308915,497508,18.20103703538556
308915,497435,19.994816742909833
308915,309201,20.38440378817065
308915,497436,28.76687826868627
308915,307812,44.6056039390233
308915,303232,47.69044073959606
309201,497436,8.417662295961799
309201,497513,8.683933847213895
309201,308915,20.38440378817065
309201,305737,21.225954601289974
309201,305679,21.672295656003
309201,308231,21.848840763464516
309201,307812,24.856495827443734
309201,497508,27.672439202051354
309201,497435,32.666114842138754
309201,306254,48.41282988844533
309233,308671,3.4720763722325083
309233,309572,3.865786393297375
309233,309768,5.53471366142085
309233,308520,5.577691228299449
309233,309862,7.5189491257254994
309233,497099,8.215741426409755
309233,497097,8.49693910943127
309233,309927,10.119617178720427
309233,497100,10.165231686681578
309233,307930,12.214003857582432
309569,308168,8.370084975684744
309569,306254,23.750284735819772
309569,497439,31.512241254213162
309569,307812,43.26306179343605
309569,497442,50.11197445479403
309569,497436,57.610882089474686
309569,309201,65.97523406981111
309569,497513,74.65091102938695
309569,305737,83.44421070307136
309569,305679,83.78697057018896
309572,309768,1.6689304919698642
309572,309862,3.653204125758041
309572,309233,3.865786393297375
309572,497097,4.631153829507032
309572,309927,6.2538310189141395
309572,308671,7.328639558904935
309572,308520,9.428760056078909
309572,497096,10.158502209546677
309572,497099,12.064713912146072
309572,310267,13.215687825927954
309768,309572,1.6689304919698642
309768,309862,1.9843018706608415
309768,497097,2.962225623922285
309768,309927,4.584904678143183
309768,309233,5.53471366142085
309768,497096,8.48957672985221
309768,308671,8.996183544941893
309768,308520,11.094720553392488
309768,310267,11.548864320152108
309768,497099,13.729566848139335
309862,497097,0.9782219961647686
309862,309768,1.9843018706608415
309862,309927,2.6007955663213345
309862,309572,3.653204125758041
309862,497096,6.505419622228787
309862,309233,7.5189491257254994
309862,310267,9.569113797592543
309862,308671,10.979806619827437
309862,308520,13.077154999414617
309862,310588,13.826223247227539
309927,497097,1.6226802529577198
309927,309862,2.6007955663213345
309927,497096,3.904672080521592
309927,309768,4.584904678143183
309927,309572,6.2538310189141395
309927,310267,6.97389954937761
309927,309233,10.119617178720427
309927,310588,11.246954808068345
309927,308671,13.578731487762862
309927,310899,14.353680708391742
310190,497514,13.027896550196347
310190,310878,14.338214689117434
310190,311516,19.089741554516184
310190,497512,20.78862435687842
310190,497100,22.36160628520343
310190,308520,22.390086626809733
310190,497099,22.51499892089019
310190,308671,22.561007897327656
310190,307930,22.5673107945577
310190,309233,23.1434593899326
310267,497096,3.1008073623997716
310267,310588,4.312908108779497
310267,309927,6.97389954937761
310267,310899,7.470406774692398
310267,497097,8.591958757441745
310267,309862,9.569113797592543
310267,311044,9.728022680514247
310267,309768,11.548864320152108
310267,497517,13.210599281134384
310267,309572,13.215687825927954
497445,497516,7.937145159771777
497445,497515,26.34876815360945
497445,311856,31.93291415032219
497445,497521,42.617321922645075
497445,497103,43.697753103883414
497445,497105,47.048064457062594
497445,308180,47.63713318266752
497445,497106,47.86966911310166
497445,497507,48.216299300610416
497445,497511,49.913980618541906
310588,310899,3.170884279642033
310588,310267,4.312908108779497
310588,311044,6.482305207357217
310588,497096,7.409741436079111
310588,497517,8.909153772728317
310588,497518,10.988082726448948
310588,309927,11.246954808068345
310588,311359,12.594660313870504
310588,497097,12.853730289409647
310588,309862,13.826223247227539
310878,310190,14.338214689117434
310878,311516,15.587429861587733
310878,311044,17.2873525738891
310878,309927,18.68903534192091
310878,497097,18.78665431332732
310878,309862,18.93068686409657
310878,497096,19.030970406276246
310878,310267,19.27972701578803
310878,309768,19.31400499036422
310878,309572,19.797748498962054
310899,310588,3.170884279642033
310899,311044,4.8281333479024156
310899,497517,5.74082550044424
310899,310267,7.470406774692398
310899,497518,7.831168226670533
310899,311359,9.47271470872393
310899,497096,10.556052321046755
310899,497519,11.90336460729931
310899,309927,14.353680708391742
310899,497097,15.947326676445757
311044,310899,4.8281333479024156
311044,310588,6.482305207357217
311044,497517,6.578533371631973
311044,497518,8.452842124197705
311044,310267,9.728022680514247
311044,311359,10.267404004203252
311044,497096,12.378250059395299
311044,497519,12.8340997265233
311044,309927,15.63172918824041
311044,497097,17.06491944429095
311359,497518,1.8220959728993174
311359,497519,2.5780738605038227
311359,497517,3.8986183099382976
311359,497520,7.455086781852325
311359,310899,9.47271470872393
311359,311044,10.267404004203252
311359,310588,12.594660313870504
311359,497095,12.709231993940744
311359,310267,16.905998600953815
311359,497096,20.004373189966447
311516,311982,10.52917467167937
311516,497102,15.109119659703106
311516,310878,15.587429861587733
311516,310190,19.089741554516184
311516,311044,28.941109781692333
311516,497514,29.70876035570904
311516,310899,33.5577760010256
311516,310588,33.74305623935473
311516,310267,33.950742843740656
311516,497096,34.23183038488199
311813,314823,102.83183531862544
311813,497221,106.95279067473017
311813,314528,111.78212631978566
311813,497527,115.55868948159836
311813,497525,117.94309763905146
311813,497523,129.52160333208616
311813,497521,131.04061722557304
311813,316322,148.7076766521327
311813,497503,157.12931768107325
311813,497516,159.78613908043337
311856,497515,28.326496471961836
311856,497445,31.93291415032219
311856,497516,32.61153400646758
311856,497102,36.69184491015468
311856,311982,37.23835709621096
311856,311516,40.397938488827485
311856,497514,44.71951851862455
311856,308180,45.74452672735661
311856,497511,46.233858253314885
311856,310190,46.40756421385975
311954,497428,110.19060960460229
311954,308564,120.15679330803643
311954,497221,189.80438371577887
311954,301777,229.79978500325996
311954,311813,278.79293890255695
311954,301692,288.1104845229844
311954,301928,317.49269181044093
311954,316827,342.16305019658836
311954,316322,348.86888856579674
311954,497504,352.4191747836751
311982,497102,4.580064215633446
311982,311516,10.52917467167937
311982,310878,25.336315088917342
311982,310190,29.25082290482568
311982,497524,29.47375267250097
311982,311044,35.58172248991567
311982,311856,37.23835709621096
311982,497514,38.62947076010069
311982,497517,39.78133163043444
311982,497518,40.23886151985815
312260,497522,37.038208268825294
312260,312336,45.49853295643295
312260,497094,50.145432503264
312260,497095,65.08023141056205
312260,497520,69.35874288813434
312260,497519,73.37324333273958
312260,311359,75.74902975051468
312260,497518,77.45092831422012
312260,497517,79.10242316265074
312260,310899,82.78402118976244
312336,497094,5.960205011790067
312336,497522,9.925827345266859
312336,497095,24.813281368799984
312336,497520,30.042864176331353
312336,497519,34.91634689057398
312336,311359,37.48682316073306
312336,497518,39.300800148954224
312336,497517,41.37357664463897
312336,312260,45.49853295643295
312336,310899,46.60119608369844
312747,314746,39.476417622477385
312747,304598,95.18430081525547
312747,497434,95.8795433199231
312747,304834,96.1244055302743
312747,497505,106.0745501963717
312747,497502,106.47901532738544
312747,303206,106.56133884744696
312747,303629,107.38730204533714
312747,497504,111.23531910831424
312747,302704,121.3821692367777
313660,313703,1.4879119498091355
313660,497526,16.4428574740038
313660,313885,21.28812744476382
313660,497524,30.5502637754697
313660,315123,44.92518728226006
313660,497102,46.92296203878517
313660,311856,47.146924440639616
313660,311982,51.26747211434751
313660,311516,61.36178937516693
313660,497098,63.242234555000486
313703,313660,1.4879119498091355
313703,497526,17.743834682728604
313703,313885,19.897484447250005
313703,497524,32.03758986126358
313703,315123,45.444307359383664
313703,311856,47.51416617829083
313703,497102,48.20871180409329
313703,311982,52.53029181556101
313703,311516,62.580209880188555
313703,497098,63.85500235251337
313885,313703,19.897484447250005
313885,313660,21.28812744476382
313885,497526,37.58532996647002
313885,311856,49.41711504967815
313885,497524,50.93704139327775
313885,497523,53.7313385833673
313885,315123,60.75961445108078
313885,497521,60.82768852533776
313885,497102,62.59550800471121
313885,497516,63.07626228406408
314528,497527,18.279339870879834
314528,497525,24.49545774970145
314528,314823,24.545098142430327
314528,497523,50.624188422942055
314528,497521,69.39753172495932
314528,313885,86.82018191772576
314528,316322,90.8366602036361
314528,497516,103.08478253159605
314528,313703,106.52103632409181
314528,313660,107.9634203670794
314746,312747,39.476417622477385
314746,497434,130.86089303292638
314746,304834,133.69124954936063
314746,304598,133.7503453706216
314746,497505,142.57527458546187
314746,303629,143.23694778313455
314746,497502,143.36746032137304
314746,303206,143.8695724505826
314746,497504,146.05669316832515
314746,319146,159.06774126612981
314823,314528,24.545098142430327
314823,497527,42.187707687035655
314823,497525,48.38109830540245
314823,316322,71.00076447821776
314823,497523,74.2966815686276
314823,497521,91.81238395004617
314823,311813,102.83183531862544
314823,316827,109.23203888249338
314823,313885,110.60193710079416
314823,497516,126.2593432633209
315123,497098,18.72399077446996
315123,497526,34.06252042645655
315123,313660,44.92518728226006
315123,313703,45.444307359383664
315123,497524,45.91865511997603
315123,315943,55.051843209474846
315123,313885,60.75961445108078
315123,497102,70.95352142958906
315123,311982,75.29670751871403
315123,311516,85.39964716317942
315438,315458,37.921399712862936
315438,497081,55.59068638613934
315438,315580,73.7629117498065
315438,315543,103.51412009137663
315438,317610,115.01815889129188
315438,497090,120.63447585667919
315438,317399,121.953160986539
315438,318180,122.61883655643979
315438,312260,146.30294677011346
315438,316885,148.67954609336212
315458,497081,17.68016916211116
315458,315580,35.97792324753285
315458,315438,37.921399712862936
315458,315543,65.59371084029968
315458,316728,119.00378903575032
315458,318180,124.77316272944873
315458,317347,130.17154002429197
315458,497090,131.8166553489252
315458,317610,134.5700832105987
315458,317683,142.3472120697491
315543,315580,30.287383853736994
315543,497081,47.945703020436724
315543,315458,65.59371084029968
315543,316728,74.50775088136464
315543,317347,88.6927322636545
315543,315438,103.51412009137663
315543,317683,103.979058326812
315543,318289,127.73306887287745
315543,497076,137.14499424176233
315543,318735,141.60707658753108
315580,497081,18.406115566403077
315580,315543,30.287383853736994
315580,315458,35.97792324753285
315580,315438,73.7629117498065
315580,316728,88.35700607141884
315580,317347,101.01547025752441
315580,317683,114.78243203931754
315580,318180,132.86682699434223
315580,318289,139.15746268132486
315580,497090,147.1116632211316
315943,497098,36.85031585041426
315943,497093,48.2379000316637
315943,315123,55.051843209474846
315943,497526,87.66024649770287
315943,316885,88.89113576409913
315943,497524,94.17468701460902
315943,313660,99.93891622911472
315943,313703,100.48858742027353
315943,497522,101.8610737387288
315943,312336,102.92556107918641
316198,497437,32.67516045778225
316198,317646,58.11317049664023
316198,309201,145.05710407686993
316198,497436,145.50978668131475
316198,497513,145.61067493823418
316198,308915,148.1631755922155
316198,308231,152.13069278496133
316198,307812,153.18939377251624
316198,309569,154.4586855338116
316198,308168,160.41722713113109
316322,316827,39.02137763380946
316322,314823,71.00076447821776
316322,314528,90.8366602036361
316322,497527,108.82389142646784
316322,497525,114.87928901026072
316322,497523,140.67642144787476
316322,311813,148.7076766521327
316322,497521,160.1669664051694
316322,313885,162.65016388826075
316322,313703,179.62492731484087
316728,317347,14.443542046652446
316728,317683,30.097071091049404
316728,318289,53.26820432999027
316728,497076,62.692371303082275
316728,318735,67.10122462475665
316728,315543,74.50775088136464
316728,497528,78.65079714117506
316728,315580,88.35700607141884
316728,497529,90.59068960020034
316728,497081,104.29124883220999
316827,316322,39.02137763380946
316827,314823,109.23203888249338
316827,314528,129.79032340167413
316827,497527,147.82485450747373
316827,497525,153.89189429720642
316827,311813,175.15987260838293
316827,497523,179.69679379543788
316827,497521,199.15640323759928
316827,313885,199.92755149196708
316827,313703,216.17001627379182
316885,497093,40.913921464718356
316885,317399,47.29971217831829
316885,317610,73.94689748806404
316885,315943,88.89113576409913
316885,497090,103.54260090865861
316885,497098,125.66721880831044
316885,318180,133.45477691688876
316885,315123,143.93470694918273
316885,315438,148.67954609336212
316885,497522,161.41980117591262
317347,316728,14.443542046652446
317347,317683,15.67041360257419
317347,318289,39.05973044390273
317347,497076,48.45925794107273
317347,318735,53.088884712075185
317347,497528,64.35704564431417
317347,497529,76.14715302583805
317347,315543,88.6927322636545
317347,319995,92.92109043566074
317347,315580,101.01547025752441
317399,317610,26.698640835161285
317399,316885,47.29971217831829
317399,497090,56.705180901218206
317399,497093,86.10930755963298
317399,318180,86.2916150199916
317399,319565,121.06685967852712
317399,315438,121.953160986539
317399,315943,132.01585019408245
317399,315458,147.3526261480441
317399,497081,160.4142602316697
317610,317399,26.698640835161285
317610,497090,30.31965387385073
317610,318180,59.598490440462975
317610,316885,73.94689748806404
317610,319565,94.92182011959906
317610,497093,112.64717558629842
317610,315438,115.01815889129188
317610,315458,134.5700832105987
317610,497081,145.62229230038864
317610,315580,156.30368990789063
317646,316198,58.11317049664023
317646,497437,88.26855580749333
317646,319146,125.42611076694548
317646,324763,165.48875844078722
317646,497513,202.2557502328428
317646,309201,202.2865562350475
317646,497436,203.16437777547978
317646,308915,203.81500527972037
317646,308231,207.73943498964485
317646,307812,211.25243760338853
317683,317347,15.67041360257419
317683,318289,24.37574793261821
317683,316728,30.097071091049404
317683,497076,33.56787881662535
317683,318735,38.69232403275858
317683,497528,49.21280207470022
317683,497529,60.51979025581541
317683,319995,77.27277707470819
317683,320180,86.3082836443882
317683,320273,91.40462051878097
318180,497090,30.320896479956865
318180,319565,38.56983404437985
318180,317610,59.598490440462975
318180,317399,86.2916150199916
318180,315438,122.61883655643979
318180,315458,124.77316272944873
318180,497081,128.90165709936983
318180,315580,132.86682699434223
318180,316885,133.45477691688876
318180,317683,134.36508147503196
318289,497076,9.42753232319217
318289,318735,14.335220414703672
318289,317683,24.37574793261821
318289,497528,25.430554457091688
318289,497529,38.8456098842432
318289,317347,39.05973044390273
318289,316728,53.26820432999027
318289,319995,55.60623377251479
318289,320180,64.49244605402912
318289,497530,69.65239727667768
318735,497076,6.202603059845633
318735,497528,13.166202735922594
318735,318289,14.335220414703672
318735,497529,28.979872908883664
318735,317683,38.69232403275858
318735,319995,44.85223953393078
318735,317347,53.088884712075185
318735,320180,53.32790692119826
318735,497530,58.12379697911728
318735,320273,62.87603918397523
319146,317646,125.42611076694548
319146,314746,159.06774126612981
319146,316198,161.04263813841968
319146,497437,192.75571867276315
319146,312747,192.99297983620346
319146,324763,203.1647431712308
319146,308915,263.4357558875263
319146,308231,266.6263444708616
319146,497513,267.3422702303352
319146,309201,271.212516809133
319565,318180,38.56983404437985
319565,497090,64.61165112477613
319565,317610,94.92182011959906
319565,322925,108.99059535282504
319565,497077,115.23658142749547
319565,320334,117.83231849036486
319565,317683,118.29832364861849
319565,322981,118.59133900184094
319565,320273,118.62981654033331
319565,317399,121.06685967852712
319995,320180,9.038588120241922
319995,497530,14.534697395927457
319995,497529,16.83950792315273
319995,320273,19.68160463032055
319995,497077,22.322351778700348
319995,497531,22.710410601590407
319995,497532,23.823856808087132
319995,320334,26.046865841731467
319995,497533,30.10441471502187
319995,497528,31.701516518431063
320180,497530,5.5996069311744865
320180,319995,9.038588120241922
320180,497531,14.428018045932955
320180,497532,14.81496783143608
320180,320273,15.589828368268916
320180,497077,19.103896239250783
320180,497533,21.074888829592474
320180,320334,21.18102037185538
320180,497075,23.52763122575844
320180,320534,23.739169239867945
320273,497077,3.7389468157298453
320273,320334,6.413152066145842
320273,497531,12.057742836340479
320273,320180,15.589828368268916
320273,497530,16.674022317671877
320273,319995,19.68160463032055
320273,497532,20.16604853382032
320273,497533,22.518844734220444
320273,497075,25.253918145893888
320273,320534,26.329845757926314
320334,497077,5.375442901797983
320334,320273,6.413152066145842
320334,497531,13.050448246934275
320334,497530,21.071298835984344
320334,320180,21.18102037185538
320334,497532,22.04711557115307
320334,497533,22.447583616805243
320334,497075,24.940746160887365
320334,319995,26.046865841731467
320334,320534,26.25573673600572
320534,497075,1.5393129791077564
320534,497533,3.8431613801734756
320534,320672,3.92380534218263
320534,497532,8.944985947363465
320534,320851,11.411711665807593
320534,497531,14.28129811899585
320534,497530,18.25048389277402
320534,321401,18.783217785466213
320534,497446,22.258813181061953
320534,320180,23.739169239867945
320672,320534,3.92380534218263
320672,497075,4.59478953173226
320672,497533,7.379951811348567
320672,320851,7.807341446887517
320672,497532,12.831928732478293
320672,321401,15.595464946249747
320672,497531,17.8390796923441
320672,497446,18.55601747208795
320672,497530,22.130953398101585
320672,322967,25.71072661038778
320851,320672,7.807341446887517
320851,321401,8.082487458239713
320851,497446,10.854480187726454
320851,320534,11.411711665807593
320851,497075,12.361058181492606
320851,497533,15.124021266656474
320851,322967,17.92296744891737
320851,497534,18.27242715549068
320851,497532,19.742378937404805
320851,323286,21.282080152290884
321401,497446,6.20405760895581
321401,320851,8.082487458239713
321401,497534,10.969350494835323
321401,322967,11.327646488162971
321401,320672,15.595464946249747
321401,323286,18.498591262146945
321401,320534,18.783217785466213
321401,497075,19.95536890195883
321401,497072,22.271163884273733
321401,497533,22.61733249948427
497446,321401,6.20405760895581
497446,322967,7.300882719922206
497446,497534,8.304390164778258
497446,320851,10.854480187726454
497446,323286,12.295244314617975
497446,320672,18.55601747208795
497446,497072,19.10459158095071
497446,323524,19.4855302142156
497446,320534,22.258813181061953
497446,497075,23.14741967592197
322925,322981,12.022792326661017
322925,322986,22.303259057406972
322925,320334,44.15568531118344
322925,497077,47.62881649590294
322925,320273,50.33098193787403
322925,497531,53.48421127731907
322925,497533,57.18084466561935
322925,497075,58.066002237936026
322925,320534,59.56753319642306
322925,320672,59.93691824731579
322967,497534,2.4617344196474407
322967,497446,7.300882719922206
322967,321401,11.327646488162971
322967,323286,11.360366076592744
322967,497072,11.804862670470103
322967,323524,17.734741437368434
322967,320851,17.92296744891737
322967,323437,19.26447440889587
322967,323809,23.77544190316456
322967,323672,24.26366122703982
322981,322986,10.320414944801257
322981,322925,12.022792326661017
322981,320334,37.724753775325034
322981,497077,42.08756766674442
322981,320273,44.132928955013035
322981,497531,44.94680238714264
322981,497533,47.1322952409781
322981,497075,47.69103731543491
322981,320672,49.108033177789835
322981,320534,49.144699241520264
322986,322981,10.320414944801257
322986,322925,22.303259057406972
322986,320334,33.46002983843399
322986,497531,38.06286870163776
322986,497077,38.469828996304265
322986,497533,38.56910377277225
322986,497075,38.77452615914666
322986,320672,39.70884928692173
322986,320273,39.74007615846453
322986,320534,40.15875233712133
323286,323524,7.190563481270354
323286,322967,11.360366076592744
323286,497446,12.295244314617975
323286,323809,13.617252981009807
323286,497534,13.815430737673566
323286,497072,18.02179457216451
323286,321401,18.498591262146945
323286,497074,19.161421977829338
323286,320851,21.282080152290884
323286,323437,22.72850823953634
323437,323672,6.20277056999878
323437,497072,7.90785764001248
323437,323840,12.707942722204745
323437,323986,13.906039926935811
323437,323908,15.551132150546438
323437,323918,18.50551706816611
323437,497534,19.129758770549213
323437,322967,19.26447440889587
323437,497074,19.824173254542405
323437,323286,22.72850823953634
323524,323809,6.428196870150501
323524,323286,7.190563481270354
323524,497074,13.548623061187048
323524,322967,17.734741437368434
323524,324121,18.91064756550125
323524,324127,19.30263750297887
323524,497446,19.4855302142156
323524,497534,20.089042645942552
323524,497072,21.075104688862883
323524,324185,22.251466705518226
323672,323437,6.20277056999878
323672,323986,7.713857253896053
323672,323840,8.100199578806018
323672,323908,10.714449503131103
323672,497072,13.741973404628437
323672,323918,14.380245811051275
323672,497074,17.10281076830926
323672,324041,20.856910881553578
323672,322967,24.26366122703982
323672,323524,24.372794610739902
323809,323524,6.428196870150501
323809,497074,10.159294926388403
323809,324121,12.501063208616483
323809,324127,13.201748725598467
323809,323286,13.617252981009807
323809,324185,15.84358805634962
323809,324222,17.787576246007973
323809,324292,22.232805645141728
323809,324290,22.293452768249825
323809,322967,23.77544190316456
323840,323908,2.8473932026385356
323840,323918,6.289472487627365
323840,323986,6.775389195848559
323840,323672,8.100199578806018
323840,323437,12.707942722204745
323840,324041,12.788966139024788
323840,497072,20.5965213941337
323840,324161,21.35394943465956
323840,497074,23.00727555161482
323840,324335,26.5448669102176
323908,323840,2.8473932026385356
323908,323918,4.1282312170463635
323908,323986,7.405296614101046
323908,324041,10.171462400971423
323908,323672,10.714449503131103
